;molecule_chembl_id;units;IC50;smiles;pIC50;MW;HBA;HBD;LogP;rule_of_five_conform
0;CHEMBL2367667;nM;0.036000000000000004;C=CC[C@H]1C(=O)N(S(=O)(=O)c2ccc3ccccc3c2)[C@H]2CCN(C(=O)OCc3ccccc3)[C@@H]21;10.443697499232712;490.15624293199994;5;0;4.342700000000004;yes
1;CHEMBL3617973;nM;0.065;CC1=C(C#N)[C@@H](c2ccc(C#N)cc2S(C)(=O)=O)N(C)C(=O)N1c1cccc(C(F)(F)F)c1;10.187086643357144;474.097346064;5;0;4.391260000000004;yes
2;CHEMBL293138;nM;0.1;CC(SC(=O)c1cccs1)C(=O)NCC(=O)N1CSCC1C(=O)O;10.0;388.02213461199995;7;2;1.1123000000000003;yes
3;CHEMBL3617966;nM;0.21;CNC(=O)c1cc(-c2ccnn2-c2ccc(C#N)cc2)c(C)n(-c2cccc(C(F)(F)F)c2)c1=O;9.67778070526608;477.141259476;6;1;4.248700000000003;yes
5;CHEMBL4110495;nM;0.3;[C-]#[N+]C1=C(C)N(c2cccc(C(F)(F)F)c2)C(=O)N[C@@H]1c1ccc(C#N)cc1[S@+](C)[O-];9.522878745280336;444.08678138000005;3;1;4.736170000000003;yes
6;CHEMBL4107034;nM;0.45;[C-]#[N+]C1=C(C)N(c2cccc(C(F)(F)F)c2)C(=O)N(CC(N)=O)[C@@H]1c1ccc(C#N)cc1S(C)(=O)=O;9.346787486224656;517.103159716;5;1;3.5999700000000017;yes
7;CHEMBL4107106;nM;0.5;[C-]#[N+]C1=C(C)N(c2cccc(C(F)(F)F)c2)C(=O)N[C@@H]1c1ccc(C#N)cc1S(C)(=O)=O;9.30102999566398;460.081696;4;1;4.402270000000003;yes
8;CHEMBL3617965;nM;0.5;Cc1c([S+]([O-])c2ccc(C#N)cc2)cc(C(=O)NCCCN2CCCC2=O)c(=O)n1-c1cccc(C(F)(F)F)c1;9.30102999566398;570.15486094;6;1;3.945400000000003;yes
9;CHEMBL2367646;nM;0.69;C=CC[C@H]1C(=O)N(C(C)=O)[C@H]2CCN(C(=O)OCc3ccccc3)[C@@H]21;9.161150909262744;342.157957184;4;0;2.3471;yes
10;CHEMBL3617970;nM;0.9;CC1=C(C(=O)OCCOCC(=O)O)[C@@H](c2ccc(C#N)cc2)N(CC(=O)O)C(=O)N1c1cccc(C(F)(F)F)c1;9.045757490560677;561.135899324;7;2;3.563380000000002;yes
12;CHEMBL3959854;nM;1.0;CCOC(=O)C1=C(C)N(c2cccc(C(F)(F)F)c2)C(=O)N(C)C1c1ccc(C#N)cc1C(=O)NC1CCS(=O)(=O)C1;9.0;604.160340244;7;1;3.944180000000003;yes
13;CHEMBL3902557;nM;1.0;CCOC(=O)C1=C(C)N(c2cccc(C(F)(F)F)c2)C(=O)N(C)C1c1ccc(C#N)cc1C(=O)N(C)CCOC;9.0;558.209004688;6;0;4.7456800000000054;yes
14;CHEMBL2368613;nM;1.0;CCC[C@H]1C(=O)N(S(=O)(=O)c2ccc3ccccc3c2)[C@H]2CCN(C(=O)CCN3CCCCC3)[C@@H]21.Cl;9.0;533.211505312;5;0;4.054300000000004;yes
16;CHEMBL3944811;nM;1.0;CCOC(=O)C1=C(C)N(c2cccc(C(F)(F)F)c2)C(=O)N(C)C1c1ccc(C#N)cc1C(=O)N1CC[C@H](N(C)C)C1;9.0;583.2406391640001;6;0;4.803380000000005;yes
17;CHEMBL3946324;nM;1.0;CN1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1-c1ccncc1;9.0;488.1460105080001;4;0;5.869180000000005;yes
19;CHEMBL3911507;nM;1.0;CS(=O)(=O)c1cc(C#N)ccc1C1C2=C(CCC2=O)N(c2cccc(C(F)(F)F)c2)C(=O)N1CC(=O)N1CCOCC1;9.0;602.14469018;7;0;3.4396800000000027;yes
20;CHEMBL3902357;nM;1.0;COCCCN1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1S(C)(=O)=O;9.0;547.138876528;6;0;4.617380000000005;yes
21;CHEMBL4111813;nM;1.0;C[C@@H](O)CNC(=O)N1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1;9.0;498.151489812;5;2;4.267780000000004;yes
23;CHEMBL3973301;nM;1.0;CS(=O)(=O)CCNC(=O)N1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1F;9.0;564.10905362;6;1;4.070680000000003;yes
24;CHEMBL3891848;nM;1.0;CN1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1C(=O)NCc1cnco1;9.0;535.1467387800001;6;1;4.725180000000005;yes
25;CHEMBL3900712;nM;1.0;CCOC(=O)C1=C(C)N(c2cccc(C(F)(F)F)c2)C(=O)N(C)C1c1ccc(C#N)cc1C(=O)NCC(=O)N1CCOCC1;9.0;613.2148183400001;7;1;3.6158800000000024;yes
26;CHEMBL3917970;nM;1.0;CCOC(=O)C1=C(C)N(c2cccc(C(F)(F)F)c2)C(=O)N(C)C1c1ccc(C#N)cc1C(=O)NC1CCN(C)CC1;9.0;583.2406391640001;6;1;4.8512800000000045;yes
27;CHEMBL3947999;nM;1.0;CCS(=O)(=NC#N)c1ccc(CNC(=O)c2cn(-c3ccnn3C)c(C)c(-c3cccc(C(F)F)c3)c2=O)cc1;9.0;564.1755161320001;8;1;4.741900000000004;yes
28;CHEMBL3923744;nM;1.1;CN(C)C(=O)c1cc(C#N)ccc1C1C2=C(CCCC2=O)N(c2cccc(C(F)(F)F)c2)C(=O)N1C;8.958607314841776;496.17222525600005;4;0;4.899080000000005;yes
29;CHEMBL3926599;nM;1.1;COCCN1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1S(C)(=O)=O;8.958607314841776;533.123226464;6;0;4.227280000000004;yes
30;CHEMBL3922473;nM;1.1;CN(C)C(=O)CN1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1S(C)(=O)=O;8.958607314841776;560.134125496;6;0;3.669080000000003;yes
34;CHEMBL3929671;nM;1.1;CNC(=O)N1C(=O)N(c2cccc(C(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1;8.958607314841776;436.13469687599996;4;1;4.435580000000003;yes
36;CHEMBL3971344;nM;1.1;[C-]#[N+]C1=C(C)N(c2cccc(C(F)(F)F)c2)C(=O)NC1c1ccc(C#N)cc1S(=O)(=O)CCO;8.958607314841776;490.092260684;5;2;3.7647700000000035;yes
37;CHEMBL3918701;nM;1.1;CC(=O)C1=C(C)N(c2cccc(C(F)(F)F)c2)C(=O)N(C)C1c1ccc(C#N)cc1-c1cnn(C)c1;8.958607314841776;493.17255960400007;5;0;5.453680000000006;yes
38;CHEMBL3941471;nM;1.1;CC(=O)C1=C(C)N(c2cccc(C(F)(F)F)c2)C(=O)N(C)C1c1ccc(C#N)cc1C(=O)NC1CCC(O)C1;8.958607314841776;540.198440004;5;2;4.696380000000006;yes
39;CHEMBL3908888;nM;1.1;CN(C(=O)CN1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1)C1CC1;8.958607314841776;508.172225256;4;0;4.798180000000005;yes
42;CHEMBL3971729;nM;1.1;CCOC(=O)C1=C(C)N(c2cccc(C(F)(F)F)c2)C(=O)N(C)C1c1ccc(C#N)cc1C(=O)N1CCC(N2CCOCC2)C1;8.958607314841776;625.2512038480002;7;0;4.573980000000004;yes
43;CHEMBL3954557;nM;1.1;CCOC(=O)C1=C(C)N(c2cccc(C(F)(F)F)c2)C(=O)N(C)C1c1ccc(C#N)cc1C(=O)NCCS(C)(=O)=O;8.958607314841776;592.160340244;7;1;3.801680000000003;yes
44;CHEMBL4110747;nM;1.1;CCOC(=O)C1=C(C)N(c2cccc(C(F)(F)F)c2)C(=O)N(C)C1c1ccc(C#N)cc1C(=O)N[C@@H]1CCNC1;8.958607314841776;555.2093390360001;6;2;4.118980000000003;yes
45;CHEMBL4115285;nM;1.1;CN(C)C(=O)c1cc(C#N)ccc1[C@@H]1C2=C(CCC2=O)N(c2cccc(C(F)(F)F)c2)C(=O)N1C;8.958607314841776;482.15657519200005;4;0;4.508980000000005;yes
47;CHEMBL3978869;nM;1.2;CNC(=O)N1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1Cl;8.920818753952375;488.08630271199996;4;1;5.170180000000004;yes
48;CHEMBL3952171;nM;1.2;CN[C@H]1CCN(C(=O)c2cc(C#N)ccc2C2C(C(C)=O)=C(C)N(c3cccc(C(F)(F)F)c3)C(=O)N2C)C1;8.920818753952375;539.214424416;5;1;4.487080000000004;yes
49;CHEMBL3893435;nM;1.2;CCNC(=O)N1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1F;8.920818753952375;486.13150331599996;4;1;5.045980000000004;yes
50;CHEMBL3951274;nM;1.2;CCOC(=O)C1=C(C)N(c2cccc(C(F)(F)F)c2)C(=O)N(C)C1c1ccc(C#N)cc1C(=O)N[C@H]1CCNC1;8.920818753952375;555.2093390360001;6;2;4.118980000000003;yes
51;CHEMBL3982568;nM;1.2;CNC(=O)N1C(=O)N(c2cncc(Br)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1S(C)(=O)=O;8.920818753952375;543.021201776;7;1;3.058980000000002;yes
53;CHEMBL3927026;nM;1.2;CCOC(=O)C1=C(C)N(c2cccc(C(F)(F)F)c2)C(=O)N(C)C1c1ccc(C#N)cc1C(=O)NCCCOC;8.920818753952375;558.209004688;6;1;4.793580000000004;yes
54;CHEMBL3940212;nM;1.2;CCS(=O)(=O)c1cc(C#N)ccc1C1C2=C(CCC2=O)N(c2cccc(C(F)(F)F)c2)C(=O)N1C;8.920818753952375;503.11266178;5;0;4.600780000000005;yes
56;CHEMBL3946602;nM;1.2;COCCN(C)C(=O)CN1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1S(C)(=O)=O;8.920818753952375;604.160340244;7;0;3.6856800000000023;yes
58;CHEMBL3965188;nM;1.2;CN1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1-c1cnco1;8.920818753952375;478.12527506400005;5;0;5.4621800000000045;yes
59;CHEMBL4114363;nM;1.2;CCS(=O)(=O)c1cc(C#N)ccc1[C@H]1NC(=O)N(c2cccc(C(F)(F)F)c2)C2=C1C(=O)CC2;8.920818753952375;489.097011716;5;1;4.258580000000003;yes
60;CHEMBL3926096;nM;1.2;Cn1ccc(CNC(=O)N2C(=O)N(c3cccc(C(F)(F)F)c3)C3=C(C(=O)CC3)C2c2ccc(C#N)cc2)n1;8.920818753952375;534.162723192;6;1;4.820680000000005;yes
65;CHEMBL3972446;nM;1.3;CCOC(=O)C1=C(C)N(c2cccc(C(F)(F)F)c2)C(=O)N(C)C1c1ccc(C#N)cc1C(=O)NC1CCC(O)C1;8.886056647693161;570.209004688;6;2;4.670480000000005;yes
66;CHEMBL4109079;nM;1.3;CC(=O)N[C@@H]1CCN(C(=O)c2cc(C#N)ccc2C2C3=C(CCC3=O)N(c3cccc(C(F)(F)F)c3)C(=O)N2C)C1;8.886056647693161;565.193688972;5;1;4.157780000000003;yes
67;CHEMBL3949810;nM;1.3;CN(C)CCN(C)C(=O)c1cc(C#N)ccc1C1C2=C(CCC2=O)N(c2cccc(C(F)(F)F)c2)C(=O)N1C;8.886056647693161;539.214424416;5;0;4.440780000000004;yes
68;CHEMBL3983925;nM;1.3;CS(=O)(=O)c1cc(C#N)ccc1C1C2=C(CCC2=O)N(c2cccc(C(F)(F)F)c2)C(=O)N1CC(=O)O;8.886056647693161;533.0868409560001;6;1;3.6654800000000023;yes
69;CHEMBL3966381;nM;1.3;CN(Cc1ccn(C)n1)C(=O)c1cc(C#N)ccc1C1C2=C(CCC2=O)N(c2cccc(C(F)(F)F)c2)C(=O)N1C;8.886056647693161;562.19402332;6;0;4.812880000000005;yes
70;CHEMBL3958895;nM;1.3;COCCNC(=O)N1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1F;8.886056647693161;516.142068;5;1;4.672480000000004;yes
71;CHEMBL3949315;nM;1.3;CC(=O)C1=C(C)N(c2cccc(C(F)(F)F)c2)C(=O)NC1c1ccc(C#N)cc1-c1cnco1;8.886056647693161;466.12527506400005;5;1;5.365980000000005;yes
72;CHEMBL3954616;nM;1.3;CN1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1-c1cncnc1;8.886056647693161;489.1412594760001;5;0;5.264180000000005;yes
73;CHEMBL3922232;nM;1.3;CCOC(=O)C1=C(C)N(c2cccc(C(F)(F)F)c2)C(=O)N(C)C1c1ccc(C#N)cc1C(=O)N1CCN(C(C)=O)CC1;8.886056647693161;597.2199037200002;6;0;4.331580000000004;yes
74;CHEMBL3912052;nM;1.3;CCOC(=O)C1=C(C)N(c2cccc(C(F)(F)F)c2)C(=O)N(C)C1c1ccc(C#N)cc1C(=O)NC1CCN(C)C1;8.886056647693161;569.2249891000001;6;1;4.461180000000004;yes
75;CHEMBL3945011;nM;1.3;CC(=O)C1=C(C)N(c2cccc(C(F)(F)F)c2)C(=O)N(C)C1c1ccc(C#N)cc1-c1ccncc1;8.886056647693161;490.1616605720001;4;0;6.115180000000006;yes
78;CHEMBL3903607;nM;1.3;CCOC(=O)C1=C(C)N(c2cccc(C(F)(F)F)c2)C(=O)N(C)C1c1ccc(C#N)cc1C(=O)NCC(C)(C)O;8.886056647693161;558.209004688;6;2;4.527980000000005;yes
79;CHEMBL4110957;nM;1.3;CN1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)[C@H]1c1ccc(C#N)cc1[S+](C)[O-];8.886056647693161;473.10209709599997;4;0;4.544580000000004;yes
80;CHEMBL3902604;nM;1.4;CC(=O)C1=C(C)N(c2cccc(C(F)(F)F)c2)C(=O)N(C)C1c1ccc(C#N)cc1C(=O)NCC(C)(C)O;8.853871964321762;528.198440004;5;2;4.553880000000006;yes
81;CHEMBL3909666;nM;1.4;N#Cc1ccc(C2C3=C(CCC3=O)N(c3cccc(C(F)(F)F)c3)C(=O)N2C(=O)NCC2(O)CC2)cc1;8.853871964321762;510.15148981199997;5;2;4.411880000000003;yes
82;CHEMBL3912628;nM;1.4;CCOC(=O)C1=C(C)N(c2cccc(C(F)(F)F)c2)C(=O)N(C)C1c1ccc(C#N)cc1C(=O)NC1CCOC1;8.853871964321762;556.193354624;6;1;4.545980000000004;yes
84;CHEMBL3900281;nM;1.4;CN(C)CCNC(=O)N1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1;8.853871964321762;511.183124288;5;1;4.448580000000003;yes
85;CHEMBL3974438;nM;1.4;CC(=O)C1=C(C)N(c2cccc(C(F)(F)F)c2)C(=O)N(C)C1c1ccc(C#N)cc1-c1cccnc1;8.853871964321762;490.1616605720001;4;0;6.115180000000006;yes
86;CHEMBL3948797;nM;1.4;CC(=O)C1=C(C)N(c2cccc(C(F)(F)F)c2)C(=O)N(C)C1c1ccc(C#N)cc1-c1ccn(C)n1;8.853871964321762;493.17255960400007;5;0;5.453680000000006;yes
87;CHEMBL3900730;nM;1.4;CN(Cc1nncn1C)C(=O)c1cc(C#N)ccc1C1C2=C(CCC2=O)N(c2cccc(C(F)(F)F)c2)C(=O)N1C;8.853871964321762;563.189272288;7;0;4.207880000000003;yes
88;CHEMBL3909784;nM;1.4;CCOC(=O)C1=C(C)N(c2cccc(C(F)(F)F)c2)C(=O)N(C)C1c1ccc(C#N)cc1C(=O)N1CCNCC1;8.853871964321762;555.2093390360001;6;1;4.072680000000004;yes
89;CHEMBL3915891;nM;1.4;CC(C)(O)CNC(=O)N1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1;8.853871964321762;512.167139876;5;2;4.657880000000004;yes
91;CHEMBL3904811;nM;1.4;CCOC(=O)C1=C(C)N(c2cccc(C(F)(F)F)c2)C(=O)N(C)C1c1ccc(C#N)cc1C(=O)NC1CCOCC1;8.853871964321762;570.209004688;6;1;4.936080000000005;yes
92;CHEMBL3919316;nM;1.4;CN1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1CN1CCOCC1;8.853871964321762;510.18787532000005;5;0;4.6393800000000045;yes
93;CHEMBL3922795;nM;1.4;CNCCN(C)C(=O)c1cc(C#N)ccc1C1C2=C(CCC2=O)N(c2cccc(C(F)(F)F)c2)C(=O)N1C;8.853871964321762;525.198774352;5;1;4.098580000000004;yes
94;CHEMBL3946427;nM;1.5;CCS(=O)(=NC#N)c1ccc(CNC(=O)c2cn(-c3ccnn3C)c(C)c(-c3cccc(C(F)(F)F)c3)c2=O)cc1;8.823908740944319;582.1660943200001;8;1;4.823100000000005;yes
96;CHEMBL3891647;nM;1.5;Cn1cncc1CNC(=O)N1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1;8.823908740944319;534.162723192;6;1;4.820680000000005;yes
97;CHEMBL3940364;nM;1.5;N#Cc1ccc(C2C3=C(CCC3=O)N(c3cccc(C(F)(F)F)c3)C(=O)N2C(=O)NCC2COCCO2)cc1;8.823908740944319;540.1620544959999;6;1;4.302380000000003;yes
98;CHEMBL3950019;nM;1.5;CN1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CCC2)C1c1ccc(C#N)cc1C1=COCC1;8.823908740944319;493.161326224;4;0;5.958480000000005;yes
99;CHEMBL3919916;nM;1.5;N#Cc1ccc(C2C3=C(CCC3=O)N(c3ccnc(C(F)(F)F)c3)C(=O)N2C(=O)NC2CC2)cc1;8.823908740944319;481.136174096;5;1;4.444380000000002;yes
101;CHEMBL3916442;nM;1.6;CN1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CCC2)C1c1ccc(C#N)cc1C(N)=O;8.795880017344075;468.14092512800005;4;1;4.296180000000004;yes
102;CHEMBL3974602;nM;1.6;CS(=O)(=O)c1cc(C#N)ccc1C1NC(=O)N(c2cccc(C(F)(F)F)c2)C2=C1C(=O)N(CCNC(N)=O)C2;8.795880017344075;562.1246234320001;6;3;2.0160799999999997;yes
103;CHEMBL3976168;nM;1.6;CN1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CCC2)C1c1ccc(C#N)cc1-c1cn[nH]c1;8.795880017344075;491.1569095400001;4;1;5.587380000000005;yes
104;CHEMBL3909800;nM;1.6;CN(CCN1CCOCC1)C(=O)c1cc(C#N)ccc1C1C2=C(CCC2=O)N(c2cccc(C(F)(F)F)c2)C(=O)N1C;8.795880017344075;581.2249891;6;0;4.211380000000004;yes
107;CHEMBL3935829;nM;1.6;CN1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1CO;8.795880017344075;441.130026096;4;1;4.299480000000004;yes
108;CHEMBL3342779;nM;1.6;CCN1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1S(C)(=O)=O;8.795880017344075;503.11266177999994;5;0;4.600780000000005;yes
110;CHEMBL3967453;nM;1.6;CC(=O)C1=C(C)N(c2cccc(C(F)(F)F)c2)C(=O)NC1c1ccc(C#N)cc1-c1cn[nH]c1;8.795880017344075;465.1412594760001;4;2;5.101080000000004;yes
113;CHEMBL3904603;nM;1.7;Cn1cnc(CNC(=O)N2C(=O)N(c3cccc(C(F)(F)F)c3)C3=C(C(=O)CC3)C2c2ccc(C#N)cc2)c1;8.769551078621726;534.162723192;6;1;4.820680000000004;yes
114;CHEMBL3892781;nM;1.7;Cn1ncc2c1CN(C(=O)CN1C(=O)N(c3cccc(C(F)(F)F)c3)C3=C(C(=O)CC3)C1c1ccc(C#N)cc1)C2;8.769551078621726;560.178373256;6;0;4.453280000000004;yes
115;CHEMBL3941510;nM;1.7;CNC(=O)N1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1OC;8.769551078621726;484.13583974799997;5;1;4.525380000000005;yes
118;CHEMBL3945432;nM;1.7;CN1C(=O)N(c2ccnc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1C1=CCNCC1;8.769551078621726;493.172559604;5;1;4.578880000000004;yes
120;CHEMBL3919083;nM;1.7;CCS(=O)(=O)c1cc(C#N)ccc1C1C2=C(CCC2=O)N(c2cccc(C(F)(F)F)c2)C(=O)N1S(C)(=O)=O;8.769551078621726;567.07456202;7;0;3.9305800000000035;yes
121;CHEMBL3892975;nM;1.7;CCOC(=O)C1=C(C)N(c2cccc(C(F)(F)F)c2)C(=O)N(C)C1c1ccc(C#N)cc1C(=O)NC1CCNCC1;8.769551078621726;569.2249891000001;6;2;4.5090800000000035;yes
123;CHEMBL4107663;nM;1.8;CC(=O)C1=C(C)N(c2cccc(C(F)(F)F)c2)C(=O)N(C)C1c1ccc(C#N)cc1C(=O)N1CC[C@@H](N(C)C)C1;8.744727494896694;553.2300744800001;5;0;4.829280000000006;yes
124;CHEMBL3917584;nM;1.8;CNC(=O)N1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1F;8.744727494896694;472.11585325199997;4;1;4.655880000000003;yes
127;CHEMBL4114828;nM;1.8;CNC(=O)c1cc(C#N)ccc1[C@@H]1C2=C(CCC2=O)N(c2cccc(C(F)(F)F)c2)C(=O)N1C;8.744727494896694;468.140925128;4;1;4.166780000000003;yes
131;CHEMBL3949636;nM;1.9;CN1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1C(=O)N1CCn2ncnc2C1;8.721246399047171;561.1736222240002;7;0;4.054680000000004;yes
132;CHEMBL4108581;nM;1.9;CC[S+]([O-])c1cc(C#N)ccc1[C@@H]1C2=C(CCC2=O)N(c2cccc(C(F)(F)F)c2)C(=O)N1C;8.721246399047171;487.11774716;4;0;4.934680000000004;yes
133;CHEMBL3946557;nM;1.9;CCOC(=O)C1=C(C)N(c2cccc(C(F)(F)F)c2)C(=O)N(C)C1c1ccc(C#N)cc1C(=O)N1CCC(N2CCOCC2)CC1;8.721246399047171;639.2668539120001;7;0;4.964080000000005;yes
134;CHEMBL3892713;nM;1.9;Cc1c(-c2cccc(C(F)(F)F)c2)c(=O)c(C(=O)NCc2ccc(S(C)(=O)=NC#N)cn2)cn1C(C)C;8.721246399047171;531.1551952880002;7;1;4.686200000000004;yes
135;CHEMBL3915978;nM;1.9;CN1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1-c1cncs1;8.721246399047171;494.1024314440001;5;0;5.930680000000004;yes
136;CHEMBL3906009;nM;1.9;CS(=O)(=O)c1cc(C#N)ccc1C1C2=C(CCC2=O)N(c2cccc(C(F)(F)F)c2)C(=O)N1S(C)(=O)=O;8.721246399047171;553.0589119560001;7;0;3.540480000000003;yes
137;CHEMBL3917471;nM;1.9;CC(=O)C1=C(C)N(c2cccc(C(F)(F)F)c2)C(=O)N(C)C1c1ccc(C#N)cc1-c1ccco1;8.721246399047171;479.14567616;4;0;6.313180000000006;yes
138;CHEMBL4110906;nM;1.9;[C-]#[N+]C1=C(C)N(c2cccc(C(F)(F)F)c2)C(=O)N(C(=O)N2CCN(CCO)CC2)[C@@H]1c1ccc(C#N)cc1S(C)(=O)=O;8.721246399047171;616.1715736240001;7;1;3.8445700000000036;yes
142;CHEMBL4108155;nM;1.9;CN1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)[C@H]1c1ccc(C#N)cc1CNC(C)(C)C;8.721246399047171;496.20861076400007;4;1;5.695280000000006;yes
143;CHEMBL3973297;nM;1.9;CN1C(=O)N(c2cccc(C(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1S(C)(=O)=O;8.721246399047171;471.10643352799997;5;0;4.129480000000004;yes
145;CHEMBL3954386;nM;1.9;CN1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1C(=O)NCc1cnoc1;8.721246399047171;535.14673878;6;1;4.725180000000005;yes
146;CHEMBL3911906;nM;1.9;CC[S+]([O-])c1cc(C#N)ccc1[C@H]1C2=C(CCC2=O)N(c2cccc(C(F)(F)F)c2)C(=O)N1C;8.721246399047171;487.11774716;4;0;4.934680000000004;yes
147;CHEMBL3907388;nM;1.9;CN1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1C(=O)NCc1ccno1;8.721246399047171;535.1467387800001;6;1;4.725180000000005;yes
148;CHEMBL3935605;nM;2.0;CN(CCN)C(=O)c1cc(C#N)ccc1C1C2=C(CCC2=O)N(c2cccc(C(F)(F)F)c2)C(=O)N1C;8.698970004336019;511.183124288;5;1;3.837880000000003;yes
149;CHEMBL3978111;nM;2.0;CN1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)[C@@H]1c1ccc(C#N)cc1[S+](C)[O-];8.698970004336019;473.10209709599997;4;0;4.544580000000004;yes
150;CHEMBL3934341;nM;2.0;CN(Cc1cnn(C)c1)C(=O)CN1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1S(C)(=O)=O;8.698970004336019;640.1715736240001;8;0;3.9729800000000033;yes
151;CHEMBL3965463;nM;2.0;CN1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1C(=O)NCc1ccon1;8.698970004336019;535.14673878;6;1;4.725180000000005;yes
152;CHEMBL2367636;nM;2.0;C=CC[C@H]1C(=O)N(C(=O)OCC)[C@H]2CCN(C(=O)OCc3ccccc3)[C@@H]21;8.698970004336019;372.16852186799997;5;0;2.9571000000000014;yes
153;CHEMBL3962821;nM;2.0;CCOC(=O)C1=C(C)N(c2cccc(C(F)(F)F)c2)C(=O)N(C)C1c1ccc(C#N)cc1C(=O)N1CCNC(C)C1;8.698970004336019;569.2249891000001;6;1;4.461180000000004;yes
154;CHEMBL3974521;nM;2.0;CCOC(=O)C1=C(C)N(c2cccc(C(F)(F)F)c2)C(=O)N(C)C1c1ccc(C#N)cc1C(=O)N1CCOCC1;8.698970004336019;556.193354624;6;0;4.499680000000005;yes
155;CHEMBL3947107;nM;2.1;CC(C)NCc1cc(C#N)ccc1C1C2=C(CCC2=O)N(c2cccc(C(F)(F)F)c2)C(=O)N1C;8.67778070526608;482.1929607;4;1;5.305180000000005;yes
156;CHEMBL3950486;nM;2.1;N#Cc1ccc(C2NC(=O)N(c3cccc(C(F)(F)F)c3)C3=C2C(=O)CC3)c(S(=O)(=O)CCCO)c1;8.67778070526608;519.1075764;6;2;3.621080000000002;yes
157;CHEMBL3914332;nM;2.1;Cc1c(-c2cccc(C(F)F)c2)c(=O)c(C(=O)NCc2ccc(S(C)(=O)=NC#N)cc2)cn1-c1ccnn1C;8.67778070526608;550.1598660680002;8;1;4.3518000000000026;yes
