;molecule_chembl_id;units;IC50;smiles;pIC50;MW;HBA;HBD;LogP;rule_of_five_conform
610;CHEMBL558847;nM;28.0;CCc1cc(OC)cc2nc(-c3cccnc3N3CCC(C(=O)O)CC3)oc(=O)c12;7.552841968657781;409.1637708359999;7;1;3.1220000000000008;yes
611;CHEMBL3642664;nM;28.0;CN1CC2=C(C(=O)N1)[C@@H](c1ccc(C#N)cc1)NC(=O)N2c1ccc(F)c(C(F)(F)F)c1;7.552841968657781;445.11618760000005;4;2;3.217780000000001;yes
612;CHEMBL595591;nM;28.0;CC(C)[C@H](NC(=O)Cn1ccc(=O)n(CC(=O)O)c1=O)C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)C(F)(F)F)C(C)C;7.552841968657781;575.220297644;9;3;-0.5013999999999947;yes
613;CHEMBL3900386;nM;28.6;Cc1cc(C#N)ccc1C1NC(=O)N(c2cccc(C(F)(F)F)c2)C2=C1C(=O)CC2;7.543633966870956;411.11946141199996;3;1;4.773400000000002;yes
614;CHEMBL2367637;nM;29.0;C=CC[C@H]1C(=O)N(CCCCCC)[C@H]2CCN(C(=O)OCc3ccccc3)[C@@H]21;7.5376020021010435;384.241292884;3;0;4.380900000000004;yes
615;CHEMBL595605;nM;29.0;CC(C)[C@H](NC(=O)CN1CCN(CC(=O)O)C1=O)C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)C(F)(F)F)C(C)C;7.5376020021010435;549.241033088;6;3;0.21260000000000567;yes
616;CHEMBL3912350;nM;29.0;CCn1cc(C(=O)NCc2ccc(S(C)(=O)=O)cc2)c(=O)c(-c2cccc(C(F)F)c2)c1C;7.5376020021010435;474.14248468799997;5;1;4.114720000000004;yes
617;CHEMBL3947955;nM;30.0;Cc1c(-c2cccc(C(F)(F)F)c2)c(=O)c(C(=O)NCc2ccc(S(C)(=O)=O)cc2)cn1CC(C)C;7.522878745280337;520.164363004;5;1;4.832020000000004;yes
618;CHEMBL2409570;nM;30.0;CCOC(=O)c1nn(C(=O)c2cccc(C)c2)c2ccc(NC(C)=O)cc12;7.522878745280337;365.13755608800005;6;1;3.1683200000000014;yes
619;CHEMBL3902195;nM;30.0;Cc1c(-c2cccc(C(F)(F)F)c2)c(=O)c(C(=O)NCc2ccc(S(C)(=O)=O)cn2)cn1CC(C)C;7.522878745280337;521.1596119720001;6;1;4.227020000000003;yes
622;CHEMBL594724;nM;30.0;CC(C)[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)CN1CCN(CC(=O)O)C(=O)C1=O)C(C)C)C(=O)c1nc2ccccc2o1;7.522878745280337;626.270026796;9;3;0.03850000000000553;yes
623;CHEMBL2409458;nM;30.0;CCOC(=O)c1nn(C(=O)c2ccsc2)c2ccc([N+](=O)[O-])cc12;7.522878745280337;345.041941452;8;0;2.8712000000000018;yes
624;CHEMBL4114395;nM;30.0;CC[C@@H](C)n1cc(C(=O)NCc2nnc(C)o2)c(=O)c(-c2cccc(C(F)F)c2)c1C;7.522878745280337;430.18164706799996;6;1;4.353740000000004;yes
625;CHEMBL2409451;nM;30.0;COC(=O)c1nn(C(=O)c2ccccc2)c2ccc([N+](=O)[O-])cc12;7.522878745280337;325.069870452;7;0;2.4196;yes
626;CHEMBL340288;nM;30.0;CC(C)C(NC(=O)CN(CC1CCCO1)C(=O)[C@@H](NC(=O)c1ccc(C(=O)NS(=O)(=O)c2ccc(Cl)cc2)cc1)C(C)C)C(=O)C(F)(F)F;7.522878745280337;730.205097516;8;3;3.4929000000000023;yes
627;CHEMBL3985197;nM;30.0;Cc1c(-c2cccc(C(F)(F)F)c2)c(=O)c(C(=O)NCc2ccc(S(C)(=O)=O)cc2)cn1C1CC1;7.522878745280337;504.13306287600005;5;1;4.510920000000003;yes
628;CHEMBL3909394;nM;30.1;N#Cc1ccc(C2NC(=O)N(c3cccc(C(F)(F)F)c3)C3=C2C(=O)CC3)c(Cl)c1;7.521433504406158;431.064838996;3;1;5.118380000000003;yes
629;CHEMBL1172265;nM;30.7;O=c1oc(-c2ccccc2Cl)nc2cccc(Cl)c12;7.512861624522812;290.98538382400005;3;0;4.161800000000001;yes
630;CHEMBL3972662;nM;31.0;Cc1c(-c2cccc(C(F)F)c2)c(=O)c(C(=O)NCc2ccc(S(C)(=O)=O)s2)cn1C(C)C;7.508638306165728;494.11455568800005;6;1;4.737220000000004;yes
631;CHEMBL2367638;nM;31.0;C=CC[C@H]1C(=O)N(C(=O)NCC)[C@H]2CCN(C(=O)OCc3ccccc3)[C@@H]21;7.508638306165728;371.18450628000005;4;1;2.530100000000001;yes
632;CHEMBL2409427;nM;31.0;Cc1cccc(C(=O)n2nc(C#N)c3cc([N+](=O)[O-])ccc32)c1;7.508638306165728;306.07529017999997;6;0;2.8131000000000013;yes
633;CHEMBL4108516;nM;31.5;N#Cc1ccc([C@H]2NC(=O)N(c3cccc(C(F)(F)F)c3)C3=C2C(=O)CC3)nc1;7.501689446210398;398.099060316;4;1;3.859980000000002;yes
634;CHEMBL3642659;nM;32.0;N#Cc1ccc([C@H]2NC(=O)N(c3cccc(C(F)(F)F)c3)C3=C2C(=O)NN(Cc2ccccc2F)C3)cc1;7.494850021680094;521.147487728;4;2;4.788180000000003;yes
635;CHEMBL4106977;nM;32.0;COC[C@@H](C)n1cc(C(=O)NCc2ccc(S(C)(=O)=O)cc2)c(=O)c(-c2cccc(C(F)(F)F)c2)c1C;7.494850021680094;536.159277624;6;1;4.383420000000004;yes
636;CHEMBL3897098;nM;32.0;Cc1c(-c2cccc(C(F)(F)F)c2)c(=O)c(C(=O)NCc2ccc(S(C)(=O)=O)cn2)cn1C1CCC1;7.494850021680094;519.143961908;6;1;4.296020000000003;yes
637;CHEMBL2373010;nM;32.0;CC(C)[C@H](NC(=O)OC(C)(C)C)C(=O)N1C2CCC(CC2)[C@@H]1C(=O)N[C@H](C(=O)C(F)(F)F)C(C)C;7.494850021680094;505.276355976;5;2;3.5775000000000023;yes
638;CHEMBL3960429;nM;32.8;CN1C(=O)N(c2ccnc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1C(=O)N1CCCC1;7.484126156288321;509.167474224;5;0;4.4381800000000045;yes
639;CHEMBL3977719;nM;33.0;CCn1cc(C(=O)NCc2ccc(S(C)(=O)=O)cc2)c(=O)c(-c2cccc(C(F)(F)F)c2)c1C;7.481486060122112;492.133062876;5;1;4.195920000000004;yes
640;CHEMBL594664;nM;33.0;CC(C)[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)CN1CCC(=O)N(CC(=O)O)C1=O)C(C)C)C(=O)c1nc2ccccc2o1;7.481486060122112;626.270026796;9;3;1.0220000000000036;yes
641;CHEMBL10756;nM;33.0;Cc1cccc2nc(NC(C)C)oc(=O)c12;7.481486060122112;218.105527688;4;1;2.31672;yes
642;CHEMBL152864;nM;33.0;CC(C)[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)CNC(=O)c1ccc(OCC(=O)O)cc1)C(C)C)C(=O)c1nc2ccccc2o1;7.481486060122112;649.2747778279999;9;4;2.1765000000000034;yes
643;CHEMBL3902266;nM;33.0;CCS(=O)(=O)c1cc(C#N)ccc1[C@@H]1NC(=O)N(c2cccc(C(F)(F)F)c2)C2=C1C(=O)CC2;7.481486060122112;489.097011716;5;1;4.258580000000003;yes
644;CHEMBL3909472;nM;33.3;N#Cc1ccc(C2NC(=O)N(c3cccc(C(F)(F)F)c3)C3=C2C(=O)CC3)cc1;7.477555766493679;397.10381134799997;3;1;4.464980000000002;yes
645;CHEMBL549709;nM;34.0;CCc1cc(OC)cc2nc(-c3cccnc3N3CCN(C4CCCC4)CC3)oc(=O)c12;7.468521082957745;434.23179081999996;7;0;3.885600000000003;yes
646;CHEMBL293809;nM;34.0;CC(C)C(NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)c1ccc(C(=O)NS(=O)(=O)c2ccc(Cl)cc2)cc1)C(C)C)C(=O)C(F)(F)F;7.468521082957745;686.1788827680001;7;3;3.476300000000003;yes
648;CHEMBL3895190;nM;34.0;Cc1c(-c2cccc(C(F)(F)F)c2)c(=O)c(C(=O)NCc2ccc(S(C)(=O)=O)cc2)cn1CCF;7.468521082957745;510.123641064;5;1;4.145520000000003;yes
649;CHEMBL3916431;nM;34.1;COc1cc(C#N)ccc1C1C2=C(CCC2=O)N(c2cccc(C(F)(F)F)c2)C(=O)N1S(C)(=O)=O;7.467245621007503;505.091926336;6;0;4.145580000000003;yes
650;CHEMBL3902446;nM;34.9;CS(=O)(=O)N1C(=O)N(c2ccnc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1;7.45717457304082;476.07661062000005;6;0;3.5319800000000026;yes
651;CHEMBL3941831;nM;35.0;Cc1c(-c2cccc(C(F)F)c2)c(=O)c(C(=O)NCc2ccc(S(C)(=O)=O)cn2)cn1C1CCC1;7.455931955649724;501.1533837200001;6;1;4.214820000000003;yes
652;CHEMBL594510;nM;35.0;CC(C)[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)CN1C(=O)CN(CC(=O)O)C1=O)C(C)C)C(=O)c1nc2ccccc2o1;7.455931955649724;612.254376732;9;3;0.6319000000000039;yes
653;CHEMBL4112533;nM;35.0;CC[C@@H](C)n1cc(C(=O)NCc2ccc(S(C)(=O)=O)cc2)c(=O)c(-c2ccnc(C(F)(F)F)c2)c1C;7.455931955649724;521.159611972;6;1;4.542020000000004;yes
656;CHEMBL3925428;nM;36.2;CN1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1C(=O)N1CC2COCC(C1)N2;7.441291429466834;565.193688972;6;1;3.6199800000000026;yes
657;CHEMBL3972892;nM;36.7;CN1C(=O)N(c2ccnc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1;7.435333935747911;412.11471038;4;0;4.202180000000004;yes
658;CHEMBL4111562;nM;37.0;CC[C@@H](C)n1cc(C(=O)NCc2nnc(C)o2)c(=O)c(-c2cccc(C(F)(F)F)c2)c1C;7.431798275933005;448.172225256;6;1;4.434940000000004;yes
659;CHEMBL3894942;nM;37.0;Cc1c(-c2cccc(C(F)(F)F)c2)c(=O)c(C(=O)NCc2ccc(S(C)(=O)=O)cc2)cn1CC1CC1(F)F;7.431798275933005;554.1298693159999;5;1;4.8312200000000045;yes
660;CHEMBL554013;nM;37.0;CC(C)[C@@H]1C(=O)N(S(C)(=O)=O)[C@@H]2CCN(C(=O)C3CN(CC(C)(C)C)C3)[C@@H]12.Cl;7.431798275933005;435.195855248;5;0;1.4296000000000004;yes
661;CHEMBL3946695;nM;37.4;N#Cc1ccc(C2NC(=O)N(c3cccc(C(F)F)c3)C3=C2C(=O)CC3)cc1;7.427128397799519;379.11323316;3;1;4.3837800000000025;yes
662;CHEMBL3917681;nM;37.7;CS(=O)(=O)N1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cn1;7.4236586497942065;476.07661062000005;6;0;3.5319800000000026;yes
663;CHEMBL3896708;nM;38.0;Cc1nnc(CNC(=O)c2cn(C(C)C)c(C)c(-c3cccc(C(F)(F)F)c3)c2=O)o1;7.420216403383191;434.156575192;6;1;4.044840000000003;yes
665;CHEMBL3085439;nM;38.0;CC(C)C(NC(=O)c1ccc(C(=O)NS(=O)(=O)c2ccc(Br)cc2)cc1)C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)C(F)(F)F)C(C)C;7.420216403383191;730.1283671880001;7;3;3.5854000000000017;yes
666;CHEMBL3895906;nM;38.0;COc1cc(S(C)(=O)=O)ccc1CNC(=O)c1cn(C(C)C)c(C)c(-c2cccc(C(F)(F)F)c2)c1=O;7.420216403383191;536.159277624;6;1;4.765520000000004;yes
668;CHEMBL1172307;nM;40.0;COc1ccccc1-c1nc2cccc(Cl)c2c(=O)o1;7.397940008672037;287.03492085999994;4;0;3.517000000000002;yes
669;CHEMBL83564;nM;40.0;COC(=O)c1cccc(COC(=O)C2=C(COC(C)=O)CS(=O)(=O)[C@@H]3[C@@H](OC)C(=O)N23)c1;7.397940008672037;467.08861687199993;10;0;-0.05469999999999953;yes
670;CHEMBL2409449;nM;40.0;N#Cc1nn(C(=O)c2ccccc2)c2ccccc12;7.397940008672037;247.074561908;4;0;2.5964800000000006;yes
671;CHEMBL314476;nM;40.0;CC(=O)OCC1=C(C(=O)OC(C)(C)C)N2C(=O)[C@H](Cl)[C@H]2S(=O)(=O)C1;7.397940008672037;379.0492505959999;7;0;0.34940000000000015;yes
672;CHEMBL3959165;nM;40.0;Cc1c(-c2cccc(C(F)(F)F)c2)c(=O)c(C(=O)NCc2ccc(S(N)(=O)=O)cc2)cn1C(C)C;7.397940008672037;507.14396190800005;5;2;4.000820000000003;yes
673;CHEMBL4107346;nM;40.0;CC[C@@H](C)n1cc(C(=O)NCc2ccc(S(C)(=O)=O)cn2)c(=O)c(-c2ccnc(C(F)(F)F)c2)c1C;7.397940008672037;522.15486094;7;1;3.937020000000003;yes
675;CHEMBL3920271;nM;40.4;CC(C)(O)CNC(=O)N1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)[C@@H]1c1ccc(C#N)cc1;7.393618634889394;512.167139876;5;2;4.657880000000004;yes
676;CHEMBL3917656;nM;41.0;CN1C(=O)N(c2ccnc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1C(N)=O;7.387216143280264;455.120524032;5;1;3.3010800000000025;yes
679;CHEMBL594209;nM;42.0;CC(C)[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)CN1CC(=O)N(CC(=O)O)C1=O)C(C)C)C(=O)c1nc2ccccc2o1;7.376750709602098;612.254376732;9;3;0.6319000000000039;yes
680;CHEMBL3904553;nM;42.0;Cc1c(-c2cccc(C(F)F)c2)c(=O)c(C(=O)NCc2ccc(S(N)(=O)=O)cc2)cn1C(C)C;7.376750709602098;489.1533837200001;5;2;3.919620000000002;yes
681;CHEMBL3906862;nM;42.0;COCCn1cc(C(=O)NCc2ccc(S(C)(=O)=O)cc2)c(=O)c(-c2cccc(C(F)(F)F)c2)c1C;7.376750709602098;522.1436275599999;6;1;3.822420000000003;yes
682;CHEMBL3971498;nM;42.1;COc1cc(C#N)ccc1C1NC(=O)N(c2cccc(C(F)(F)F)c2)C2=C1C(=O)CC2;7.375717904164333;427.11437603199994;4;1;4.473580000000003;yes
684;CHEMBL3951587;nM;43.0;Cc1nnc(CNC(=O)c2cn(C3CCCC3)c(C)c(-c3cccc(C(F)(F)F)c3)c2=O)o1;7.366531544420412;460.172225256;6;1;4.579040000000004;yes
685;CHEMBL3896941;nM;43.0;COCCn1cc(C(=O)NCc2ccc(S(C)(=O)=O)cn2)c(=O)c(-c2cccc(C(F)(F)F)c2)c1C;7.366531544420412;523.138876528;7;1;3.2174200000000015;yes
687;CHEMBL3889573;nM;43.6;CS(=O)(=O)c1cc(C#N)ccc1C1NC(=O)N(c2ccnc(C(F)(F)F)c2)C2=C1C(=O)CC2;7.360513510731415;476.07661062000005;6;1;3.2634800000000013;yes
688;CHEMBL67023;nM;44.0;Cc1cccc2nc(N[C@@H](C)c3ccccc3)oc(=O)c12;7.356547323513813;280.121177752;4;1;3.6695200000000012;yes
689;CHEMBL3617962;nM;44.0;Cc1ccc(C(=O)NCc2ccc(S(C)(=O)=O)cc2)c(=O)n1-c1cccc(C(F)(F)F)c1;7.356547323513813;464.101762748;5;1;3.4982200000000025;yes
690;CHEMBL76688;nM;44.0;CC(C)(C)C(=O)Oc1ccc(S(=O)(=O)Nc2ccccc2C(=O)NCC(=O)O)cc1;7.356547323513813;434.11477204399995;6;3;2.2533000000000003;yes
691;CHEMBL2107493;nM;44.0;CC(C)(C)C(=O)Oc1ccc(S(=O)(=O)Nc2ccccc2C(=O)NCC(=O)[O-])cc1.[Na+];7.356547323513813;456.096716292;7;2;-2.0773999999999964;yes
692;CHEMBL3925529;nM;44.2;N#Cc1ccc(C2NC(=O)N(c3cccc(C(F)(F)F)c3)C3=C2C(=O)CC3)c(F)c1;7.354577730650908;415.094389536;3;1;4.604080000000002;yes
693;CHEMBL3922622;nM;45.0;Cc1c(-c2cccc(C(F)F)c2)c(=O)c(C(=O)NCc2ccc3c(cnn3C)c2)cn1C(C)C;7.346787486224656;464.2023825120001;5;1;5.158920000000004;yes
694;CHEMBL4109348;nM;45.0;COC[C@@H](C)n1cc(C(=O)NCc2ccc(S(C)(=O)=O)cc2)c(=O)c(-c2cccc(C(F)F)c2)c1C;7.346787486224656;518.168699436;6;1;4.302220000000004;yes
695;CHEMBL3961398;nM;46.0;Cc1c(-c2cccc(C(F)(F)F)c2)c(=O)c(C(=O)NCc2ccc(S(C)(=O)=O)cc2)cn1CC(F)F;7.337242168318426;528.114219252;5;1;4.441120000000003;yes
697;CHEMBL3919213;nM;46.0;CCC(CC)n1cc(C(=O)NCc2ccc(S(C)(=O)=O)cn2)c(=O)c(-c2ccnc(C(F)(F)F)c2)c1C;7.337242168318426;536.170511004;7;1;4.327120000000004;yes
699;CHEMBL3984703;nM;47.0;COc1cc(CNC(=O)c2cn(C(C)C)c(C)c(-c3cccc(C(F)(F)F)c3)c2=O)ccc1S(C)(=O)=O;7.327902142064282;536.1592776239999;6;1;4.765520000000004;yes
700;CHEMBL594037;nM;47.0;CC(C)[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)CN1C(=O)N(CC(=O)O)C(=O)C1(C)C)C(C)C)C(=O)c1nc2ccccc2o1;7.327902142064282;640.28567686;9;3;1.4105000000000034;yes
704;CHEMBL3398148;nM;50.0;C/C(=N/O)c1ccccc1NS(=O)(=O)c1ccc(OC(=O)C(C)(C)C)cc1;7.301029995663981;390.12494280399994;6;2;3.637100000000003;yes
705;CHEMBL2409572;nM;50.0;CCCC(=O)Nc1ccc2c(c1)c(C(=O)OCC)nn2C(=O)c1cccc(C)c1;7.301029995663981;393.168856216;6;1;3.948520000000003;yes
706;CHEMBL416849;nM;50.0;Cc1ccc(S(=O)(=O)O[C@H]2C(=O)N3[C@@H](C(=O)OCc4ccccc4)C(C)(C)S(=O)(=O)[C@H]23)cc1;7.301029995663981;493.08650869599995;8;0;1.5562199999999993;yes
707;CHEMBL2409454;nM;50.0;COC(=O)c1nn(C(=O)c2ccsc2)c2ccc([N+](=O)[O-])cc12;7.301029995663981;331.026291388;8;0;2.4811000000000005;yes
708;CHEMBL2409453;nM;50.0;COC(=O)c1nn(C(=O)c2cccc(OC)c2)c2ccc([N+](=O)[O-])cc12;7.301029995663981;355.080435136;8;0;2.4282000000000004;yes
709;CHEMBL2407116;nM;50.0;CCOC(=O)c1nn(C(=O)c2cccc(C)c2)c2ccc(NC(=O)C3CCCC3)cc12;7.301029995663981;419.18450628000005;6;1;4.338620000000003;yes
710;CHEMBL2409432;nM;50.0;CCOC(=O)c1nn(C(=O)c2ccccc2)c2ccc(Br)cc12;7.301029995663981;372.01095437600003;5;0;3.6640000000000024;yes
711;CHEMBL3959776;nM;50.2;CN1C(=O)N(c2ccnc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1-c1ccn(C)n1;7.29929628285498;492.15215850800007;6;0;4.602680000000005;yes
712;CHEMBL3924831;nM;51.0;Cc1c(-c2ccnc(C(F)(F)F)c2)c(=O)c(C(=O)NCc2ccc([S+](C)[O-])cc2)cn1C(C)C;7.292429823902062;491.149047288;5;1;4.485820000000004;yes
713;CHEMBL3925943;nM;51.0;Cc1c(-c2cccc(C(F)F)c2)c(=O)c(C(=O)NCc2ccc(C#N)cc2)cn1C(C)C;7.292429823902062;435.1758334160001;4;1;5.143900000000004;yes
714;CHEMBL159009;nM;52.0;CC(C)C(NC(=O)CN(C)C(=O)[C@@H](NC(=O)c1ccc(C(=O)NS(=O)(=O)c2ccc(Cl)cc2)cc1)C(C)C)C(=O)C(F)(F)F;7.2839966563652;660.163232704;7;3;2.9437000000000015;yes
715;CHEMBL1172305;nM;52.7;O=c1oc(-c2ccccc2F)nc2cccc(Cl)c12;7.278189384787455;275.014934364;3;0;3.647500000000001;yes
716;CHEMBL3944706;nM;54.0;CC[C@H](C)n1cc(C(=O)NCc2ccc(S(C)(=O)=O)cc2)c(=O)c(-c2ccnc(C(F)(F)F)c2)c1C;7.267606240177032;521.159611972;6;1;4.542020000000004;yes
717;CHEMBL3942993;nM;55.0;Cc1nnc(CNC(=O)c2cn(C3CCC3)c(C)c(-c3cccc(C(F)F)c3)c2=O)o1;7.259637310505756;428.16599700399996;6;1;4.107740000000003;yes
718;CHEMBL9984;nM;55.0;CC(C)(C)C(=O)Oc1ccc(C(=O)c2ccc(OC(=O)C(C)(C)C)cc2OC(=O)C(C)(C)C)cc1;7.259637310505756;482.2304534279999;7;0;5.772100000000006;yes
719;CHEMBL143049;nM;57.0;COC(=O)[C@H](CCCCNC(=O)C(F)(F)C(=O)[C@@H](NC(=O)CN(C(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)C)C1Cc2ccccc2C1)C(C)C)NC(C)=O;7.244125144327507;785.3811347159999;9;4;3.2428000000000052;yes
720;CHEMBL3963101;nM;57.0;Cc1nnc(CNC(=O)c2cn(C3CCC3)c(C)c(-c3cccc(C(F)(F)F)c3)c2=O)o1;7.244125144327507;446.156575192;6;1;4.188940000000003;yes
721;CHEMBL160570;nM;57.0;CCOC(=O)N1CCC(N(CC(=O)NC(C(=O)C(F)(F)F)C(C)C)C(=O)[C@@H](NC(=O)c2ccc(C(=O)NS(=O)(=O)c3ccc(Cl)cc3)cc2)C(C)C)CC1;7.244125144327507;801.2422112959999;9;3;3.9348000000000036;yes
722;CHEMBL3911215;nM;57.0;CCn1cc(C(=O)NCc2ccc(S(C)(=O)=O)cn2)c(=O)c(-c2cccc(C(F)(F)F)c2)c1C;7.244125144327507;493.128311844;6;1;3.5909200000000023;yes
723;CHEMBL1172306;nM;57.1;Cc1ccccc1-c1nc2cccc(Cl)c2c(=O)o1;7.243363891754153;271.04000623999997;3;0;3.8168200000000017;yes
725;CHEMBL3904005;nM;57.7;CS(=O)(=O)c1cc(C#N)ccc1[C@@H]1NC(=O)N(c2cccc(C(F)F)c2)C2=C1C(=O)CC2;7.238824186844269;457.090783464;5;1;3.7872800000000018;yes
726;CHEMBL298276;nM;58.0;CCN1C(=O)N(CC)C1=O;7.236572006437062;142.07422756;2;0;0.8838000000000001;yes
728;CHEMBL3971584;nM;59.0;Cc1c(-c2cccc(C(F)(F)F)c2)c(=O)c(C(=O)NCc2ccc(S(C)(=O)=O)cc2)cn1CC1CC1;7.229147988357855;518.14871294;5;1;4.586020000000004;yes
730;CHEMBL3940210;nM;60.0;CS(=O)(=O)c1cc(C#N)ccc1C1NC(=O)N(c2cncc(C(F)(F)F)c2)C2=C1C(=O)CC2;7.221848749616356;476.07661062000005;6;1;3.2634800000000013;yes
731;CHEMBL310215;nM;60.0;CC(=O)OCC1=C(C(=O)OC(C)(C)C)N2C(=O)[C@H](F)[C@H]2S(=O)(=O)C1;7.221848749616356;363.078801136;7;0;0.0801000000000005;yes
732;CHEMBL3965419;nM;60.0;Cc1c(-c2cccc(C(F)F)c2)c(=O)c(C(=O)NCc2cnn(C)c2)cn1C(C)C;7.221848749616356;414.1867324480001;5;1;4.005720000000003;yes
733;CHEMBL2409441;nM;60.0;CCOC(=O)c1nn(C(=O)c2ccccc2)c2ccc(OC(F)(F)F)cc12;7.221848749616356;378.08274155600003;6;0;3.8001000000000023;yes
735;CHEMBL564122;nM;61.0;Cc1cccc2nc(-c3cccnc3Oc3ccccc3)oc(=O)c12;7.214670164989233;330.1004423079999;5;0;4.350720000000003;yes
736;CHEMBL435649;nM;61.0;CC(C)C(NC(=O)CN(C(=O)[C@@H](NC(=O)c1ccc(C(=O)NS(=O)(=O)c2ccc(Cl)cc2)cc1)C(C)C)C1CC2CCC1C2)C(=O)C(F)(F)F;7.214670164989233;740.22583296;7;3;4.502500000000004;yes
737;CHEMBL3974666;nM;61.0;Cc1c(-c2ccc(F)c(C(F)F)c2)c(=O)c(C(=O)NCc2ccc(S(C)(=O)=O)cc2)cn1C(C)C;7.214670164989233;506.14871294000005;5;1;4.8148200000000045;yes
738;CHEMBL3957881;nM;62.0;Cc1c(-c2cccc(C(F)(F)F)c2)c(=O)c(C(=O)NCc2cnn(C)c2)cn1C(C)C;7.207608310501746;432.17731063600013;5;1;4.086920000000003;yes
739;CHEMBL594497;nM;62.0;CC(C)[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)CN1CCN(CC(=O)O)CC1)C(C)C)C(=O)c1nc2ccccc2o1;7.207608310501746;598.3114976840001;9;3;0.9853000000000036;yes
740;CHEMBL572111;nM;62.0;CC(C)[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)CN1CC(=O)N(CC(=O)O)CC1=O)C(C)C)C(=O)c1nc2ccccc2o1;7.207608310501746;626.270026796;9;3;0.03850000000000553;yes
741;CHEMBL3890414;nM;63.0;COCCn1cc(C(=O)NCc2ccc(S(C)(=O)=O)c[n+]2[O-])c(=O)c(-c2cccc(C(F)(F)F)c2)c1C;7.200659450546419;539.133791148;7;1;2.455820000000001;yes
742;CHEMBL3978556;nM;63.0;Cc1c(-c2cccc(C(F)F)c2)c(=O)c(C(=O)NCc2cccc(S(C)(=O)=O)c2)cn1C(C)C;7.200659450546419;488.158134752;5;1;4.675720000000004;yes
743;CHEMBL3962480;nM;63.0;CC[C@H](C)n1cc(C(=O)NCc2ccc(S(C)(=O)=O)cn2)c(=O)c(-c2ccnc(C(F)(F)F)c2)c1C;7.200659450546419;522.15486094;7;1;3.937020000000003;yes
744;CHEMBL3903829;nM;64.0;Cc1c(-c2cccc(C(F)(F)F)c2)c(=O)c(C(=O)NCc2ccc(C#N)cc2)cn1C(C)C;7.1938200260161125;453.1664116040001;4;1;5.225100000000004;yes
745;CHEMBL554978;nM;64.0;Cc1cccc2nc(-c3cccnc3-n3ccnc3)oc(=O)c12;7.1938200260161125;304.096025624;6;0;2.7441200000000006;yes
746;CHEMBL3971407;nM;65.0;Cc1c(-c2cccc(C(F)(F)F)c2)c(=O)c(C(=O)NCc2ccc(N3CCNC3=O)cc2)cn1C(C)C;7.187086643357143;512.203525384;4;2;4.883020000000004;yes
747;CHEMBL423067;nM;65.0;CC(C)C(NC(=O)C1CCCN1C(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)C)C(=O)C(F)(F)F;7.187086643357143;465.245055848;5;2;2.7988999999999997;yes
748;CHEMBL3903184;nM;65.0;CS(=O)(=O)c1cc(C#N)ccc1C1NC(=O)N(c2cc(C(F)(F)F)ccn2)C2=C1C(=O)CC2;7.187086643357143;476.07661062000005;6;1;3.2634800000000013;yes
749;CHEMBL3926578;nM;66.0;CC1CC2=C(C1=O)C(c1ccc(C#N)cc1)NC(=O)N2c1cccc(C(F)(F)F)c1;7.180456064458131;411.11946141199996;3;1;4.710980000000003;yes
750;CHEMBL358686;nM;66.0;CC(C)[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)CCC(=O)O)C(C)C)C(=O)c1nc2ccccc2o1;7.180456064458131;514.2427494279999;7;3;2.1479;yes
752;CHEMBL344981;nM;69.0;CCOC(=O)CNC(=O)CNC(=O)C(F)(F)C(=O)[C@@H](NC(=O)CN(C(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)C)C1Cc2ccccc2C1)C(C)C;7.161150909262744;743.334184524;9;4;2.074100000000006;yes
